Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,10026,2022-05-12,-0.172327408,-0.149962011,-0.139463906,21,100
Market-Adjusted Model,10028,2022-05-12,-0.044401547,-0.00769339,-0.011538045,21,100
Market-Adjusted Model,10032,2022-05-12,0.064432993,0.0953847088,0.0972964951,21,100
Market-Adjusted Model,10044,2022-05-12,-0.011940291,0.0271703696,0.0209232108,21,100
Market-Adjusted Model,10051,2022-05-12,-0.023114425,0.0174132595,0.0097490773,21,100
Market-Adjusted Model,10065,2022-05-12,-0.037672122,-0.00537224,-0.00480862,21,100
Market-Adjusted Model,10066,2022-05-12,-0.053521142,-0.008923564,-0.02065764,21,100
Market-Adjusted Model,10104,2022-05-12,-0.041466001,-0.008613771,-0.008602499,21,100
Market-Adjusted Model,10107,2022-05-12,-0.058862944,-0.025513318,-0.025999442,21,100
Market-Adjusted Model,10113,2022-05-12,0.0382433647,0.0699479453,0.0711068668,21,100
Market-Adjusted Model,10138,2022-05-12,-0.025408169,0.0133683226,0.0074553328,21,100
Market-Adjusted Model,10145,2022-05-12,0.0414859852,0.0724794215,0.0743494873,21,100
Market-Adjusted Model,10158,2022-05-12,0.1163734818,0.1669984963,0.1492369838,21,100
Market-Adjusted Model,10200,2022-05-12,0.0105390384,0.0487398796,0.0434025404,21,100
Market-Adjusted Model,10207,2022-05-12,-0.005793764,0.0253556707,0.027069738,21,100
Market-Adjusted Model,10220,2022-05-12,-0.025077811,0.0075337193,0.007785691,21,100
Market-Adjusted Model,10232,2022-05-12,0.0013047247,0.0400879566,0.0426084871,12,100
Market-Adjusted Model,10252,2022-05-12,0.068911916,0.0975162401,0.101775418,21,100
Market-Adjusted Model,10253,2022-05-12,-0.149811093,-0.097787704,-0.116947591,21,100
Market-Adjusted Model,10257,2022-05-12,0.0174306223,0.0658632735,0.0502941244,21,100
Market-Adjusted Model,10258,2022-05-12,-0.156893784,-0.123573723,-0.124030282,21,100
Market-Adjusted Model,10294,2022-05-12,0.1765178625,0.2084118131,0.2093813645,21,100
Market-Adjusted Model,10308,2022-05-12,0.0111688755,0.0425681745,0.0440323776,21,100
Market-Adjusted Model,10318,2022-05-12,0.0040469908,0.0352480563,0.0369104929,21,100
Market-Adjusted Model,10333,2022-05-12,-0.134140456,-0.099790332,-0.101276954,21,100
Market-Adjusted Model,10355,2022-05-12,0.0306130279,0.0707433799,0.0634765299,21,100
Market-Adjusted Model,10382,2022-05-12,0.2552657108,0.2623662014,0.2881292129,21,100
Market-Adjusted Model,10397,2022-05-12,0.0454312292,0.0808087234,0.0782947312,21,100
Market-Adjusted Model,10421,2022-05-12,-0.117398943,-0.087097532,-0.084535441,21,100
Market-Adjusted Model,10443,2022-05-12,0.0758486036,0.1045444181,0.1087121057,21,100
Market-Adjusted Model,10463,2022-05-12,-0.110497203,-0.083843635,-0.077633701,21,100
Market-Adjusted Model,10501,2022-05-12,0.0922687321,0.1252316473,0.1251322341,21,100
Market-Adjusted Model,10514,2022-05-12,-0.336037014,-0.253333969,-0.303173512,21,100
Market-Adjusted Model,10516,2022-05-12,-0.055488126,-0.023553874,-0.022624624,21,100
Market-Adjusted Model,10517,2022-05-12,0.1063497988,0.1488050019,0.1392133009,21,100
Market-Adjusted Model,10530,2022-05-12,0.026921597,0.0625047097,0.0597850991,21,100
Market-Adjusted Model,10547,2022-05-12,0.0944332064,0.1351777954,0.1272967085,21,100
Market-Adjusted Model,10550,2022-05-12,0.0543847915,0.1075905926,0.0872482935,21,100
Market-Adjusted Model,10606,2022-05-12,-0.013581256,0.0204145431,0.0192822463,21,100
Market-Adjusted Model,10629,2022-05-12,0.0143702487,0.0463078471,0.0472337507,21,100
Market-Adjusted Model,10645,2022-05-12,0.0763406333,0.1044626932,0.1092041354,21,100
Market-Adjusted Model,10649,2022-05-12,-0.012102368,0.0343769772,0.0207611345,21,100
Market-Adjusted Model,10661,2022-05-12,0.0309278074,0.07114975,0.0637913094,21,100
Market-Adjusted Model,10693,2022-05-12,-0.018856409,0.0133536836,0.0140070933,21,100
Market-Adjusted Model,10696,2022-05-12,-0.01624888,0.0194408028,0.0166146219,21,100
Market-Adjusted Model,10777,2022-05-12,0.1001418687,0.1325443835,0.1330053708,21,100
Market-Adjusted Model,10779,2022-05-12,0.1300432944,0.1816594092,0.1629067965,21,100
Market-Adjusted Model,10781,2022-05-12,-0.014409222,0.0175113733,0.0184542799,21,100
Market-Adjusted Model,10812,2022-05-12,0.0386861095,0.0702037094,0.0715496115,21,100
Market-Adjusted Model,10860,2022-05-12,-0.309329016,-0.308750128,-0.276465514,21,100
Market-Adjusted Model,10866,2022-05-12,0.1977400864,0.2560785633,0.2306035885,21,100
Market-Adjusted Model,10874,2022-05-12,0.0052721325,0.0466620483,0.0381356346,21,100
Market-Adjusted Model,10886,2022-05-12,-0.28315412,-0.265527687,-0.250290618,21,100
Market-Adjusted Model,10890,2022-05-12,-0.32098765,-0.33856748,-0.288124148,21,100
Market-Adjusted Model,10892,2022-05-12,0.044755364,0.0770129961,0.077618866,21,100
Market-Adjusted Model,10901,2022-05-12,-0.142172509,-0.117552193,-0.109309007,21,100
Market-Adjusted Model,10909,2022-05-12,0.0079957352,0.0364079469,0.0408592372,21,100
Market-Adjusted Model,10932,2022-05-12,-0.011764458,0.0229946758,0.0210990436,21,100
Market-Adjusted Model,10933,2022-05-12,-0.016392675,0.0148727981,0.0164708267,21,100
Market-Adjusted Model,10952,2022-05-12,-0.0622363,-0.03201931,-0.029372798,21,100
Market-Adjusted Model,10966,2022-05-12,0.3268698181,0.3500105151,0.3597333201,21,100
Market-Adjusted Model,11006,2022-05-12,0.0197910201,0.0564179156,0.0526545222,21,100
Market-Adjusted Model,11018,2022-05-12,0.1337420795,0.1649916092,0.1666055815,21,100
Market-Adjusted Model,11043,2022-05-12,-0.029399975,0.0035544651,0.003463527,21,100
Market-Adjusted Model,11144,2022-05-12,0.16650937,0.1971894986,0.1993728721,21,100
Market-Adjusted Model,11153,2022-05-12,0.0836120467,0.1198789107,0.1164755487,21,100
Market-Adjusted Model,11154,2022-05-12,0.3400133096,0.351596634,0.3728768116,21,100
Market-Adjusted Model,11174,2022-05-12,0.3221999408,0.3602737918,0.3550634428,21,100
Market-Adjusted Model,11203,2022-05-12,0.0698445496,0.101300506,0.1027080517,21,100
Market-Adjusted Model,11208,2022-05-12,0.0587566812,0.0901860048,0.0916201833,21,100
Market-Adjusted Model,11264,2022-05-12,-0.272554014,-0.163256019,-0.239690512,21,100
Market-Adjusted Model,11267,2022-05-12,-0.035424392,0.0020825587,-0.00256089,21,100
Market-Adjusted Model,11275,2022-05-12,-0.228373715,-0.187044429,-0.195510213,21,100
Market-Adjusted Model,11285,2022-05-12,-0.012263374,0.0193665075,0.0206001285,21,100
Market-Adjusted Model,11292,2022-05-12,-0.147088826,-0.121428165,-0.114225323,21,100
Market-Adjusted Model,11293,2022-05-12,0.0195062315,0.049544894,0.0523697335,21,100
Market-Adjusted Model,11308,2022-05-12,-0.019218952,0.0137634504,0.0136445497,21,100
Market-Adjusted Model,11343,2022-05-12,0.0300690579,0.0592336891,0.06293256,21,100
Market-Adjusted Model,11368,2022-05-12,-0.067164183,-0.025361019,-0.034300681,21,100
Market-Adjusted Model,11369,2022-05-12,0.0922530735,0.1191475724,0.1251165756,21,100
Market-Adjusted Model,11370,2022-05-12,-0.167598424,-0.140686078,-0.134734922,21,100
Market-Adjusted Model,11379,2022-05-12,-0.069767413,0.0008472841,-0.036903911,21,100
Market-Adjusted Model,11394,2022-05-12,-0.387211397,-0.42970167,-0.354347895,21,100
Market-Adjusted Model,11397,2022-05-12,0.0244003766,0.0547091989,0.0572638786,21,100
Market-Adjusted Model,11403,2022-05-12,-0.030897631,0.0099908097,0.0019658708,21,100
Market-Adjusted Model,11404,2022-05-12,0.062980562,0.0912960499,0.0958440641,21,100
Market-Adjusted Model,11407,2022-05-12,0.1282449833,0.1566701224,0.1611084853,21,100
Market-Adjusted Model,11442,2022-05-12,0.0607078869,0.090005863,0.0935713889,21,100
Market-Adjusted Model,11481,2022-05-12,-0.016857718,0.0285401516,0.0160057836,21,100
Market-Adjusted Model,11499,2022-05-12,0.4328018541,0.4247838723,0.4656653562,21,100
Market-Adjusted Model,11511,2022-05-12,-0.036723115,0.0380279861,-0.003859613,21,100
Market-Adjusted Model,11533,2022-05-12,0.0701875839,0.1032354528,0.103051086,21,100
Market-Adjusted Model,11547,2022-05-12,-0.168345336,-0.140478972,-0.135481834,21,100
Market-Adjusted Model,11565,2022-05-12,-0.022714673,0.0092486552,0.0101488293,21,100
Market-Adjusted Model,11581,2022-05-12,-2.601949E-9,0.0329725017,0.0328634995,21,100
Market-Adjusted Model,11587,2022-05-12,-0.057517195,-0.027087543,-0.024653693,21,100
Market-Adjusted Model,11593,2022-05-12,-0.058823522,-0.026780066,-0.02596002,21,100
Market-Adjusted Model,11600,2022-05-12,-0.033258874,0.0011254345,-0.000395372,21,100
Market-Adjusted Model,11618,2022-05-12,-0.057768226,-0.025215279,-0.024904724,21,100
Market-Adjusted Model,11628,2022-05-12,-0.033051173,-0.001441637,-0.000187671,21,100
Market-Adjusted Model,11636,2022-05-12,-0.314655136,-0.314461052,-0.281791634,21,100
Market-Adjusted Model,11644,2022-05-12,0.1803475262,0.2223926975,0.2132110283,21,100
Market-Adjusted Model,11654,2022-05-12,0.0660377525,0.1096259941,0.0989012546,21,100
Market-Adjusted Model,11664,2022-05-12,0.1237509326,0.1620167684,0.1566144346,21,100
Market-Adjusted Model,11674,2022-05-12,-0.008781668,0.0213048041,0.0240818337,21,100
Market-Adjusted Model,11691,2022-05-12,0.0431481438,0.0799627204,0.0760116459,21,100
Market-Adjusted Model,11701,2022-05-12,-0.057741598,-0.026371756,-0.024878096,21,100
Market-Adjusted Model,11731,2022-05-12,0.0980110612,0.1266789655,0.1308745632,21,100
Market-Adjusted Model,11748,2022-05-12,0.1424949443,0.1738454523,0.1753584463,21,100
Market-Adjusted Model,11752,2022-05-12,-0.034796995,0.0077804778,-0.001933493,21,100
Market-Adjusted Model,11762,2022-05-12,-0.059373171,-0.028411525,-0.026509669,21,100
Market-Adjusted Model,11775,2022-05-12,-0.16093604,-0.128551059,-0.128072538,21,100
Market-Adjusted Model,11786,2022-05-12,-0.068827753,-0.028641512,-0.035964251,21,100
Market-Adjusted Model,11790,2022-05-12,0.0554997261,0.0857469487,0.0883632282,21,100
Market-Adjusted Model,11803,2022-05-12,-0.312401862,-0.32731864,-0.27953836,21,100
Market-Adjusted Model,11809,2022-05-12,-0.133460651,-0.107955008,-0.100597149,21,100
Market-Adjusted Model,11825,2022-05-12,-0.067239841,-0.028863183,-0.034376339,21,100
Market-Adjusted Model,11844,2022-05-12,0.0327624636,0.0623139072,0.0656259657,21,100
Market-Adjusted Model,11845,2022-05-12,-0.048992268,-0.012081769,-0.016128766,21,100
Market-Adjusted Model,11850,2022-05-12,0.1534196219,0.1780743908,0.1862831239,21,100
Market-Adjusted Model,11884,2022-05-12,-0.123247287,-0.088796136,-0.090383785,21,100
Market-Adjusted Model,11891,2022-05-12,-0.145265255,-0.10936653,-0.112401753,21,100
Market-Adjusted Model,11955,2022-05-12,-0.056494429,-0.026883348,-0.023630926,21,100
Market-Adjusted Model,11990,2022-05-12,0.0565716805,0.0997233206,0.0894351826,21,100
Market-Adjusted Model,11995,2022-05-12,0.2067749582,0.233379847,0.2396384602,21,100
Market-Adjusted Model,11996,2022-05-12,0.0118063462,0.0407592259,0.0446698482,21,100
Market-Adjusted Model,12008,2022-05-12,0.0574370346,0.1013114491,0.0903005367,21,100
Market-Adjusted Model,12009,2022-05-12,-0.393586045,-0.41434094,-0.360722543,21,100
Market-Adjusted Model,12015,2022-05-12,0.0463805206,0.0824033156,0.0792440227,21,100
Market-Adjusted Model,12017,2022-05-12,-0.240547731,-0.218186405,-0.207684229,21,100
Market-Adjusted Model,12034,2022-05-12,-0.020242864,0.0091334503,0.0126206377,21,100
Market-Adjusted Model,12035,2022-05-12,0.0610942373,0.0931844724,0.0939577393,21,100
Market-Adjusted Model,12036,2022-05-12,-0.001234773,0.0316724318,0.031628729,21,100
Market-Adjusted Model,12039,2022-05-12,0.0131454421,0.0431544582,0.0460089442,21,100
Market-Adjusted Model,12049,2022-05-12,0.0220994907,0.064448763,0.0549629928,21,100
Market-Adjusted Model,12052,2022-05-12,-0.078006503,-0.048847454,-0.045143001,21,100
Market-Adjusted Model,12054,2022-05-12,-0.126254956,-0.10365215,-0.093391454,21,100
Market-Adjusted Model,12059,2022-05-12,0.0077086732,0.0362242775,0.0405721753,21,100
Market-Adjusted Model,12060,2022-05-12,-0.015343272,0.0190673062,0.0175202305,21,100
Market-Adjusted Model,12062,2022-05-12,-0.008485349,0.0237410149,0.0243781533,21,100
Market-Adjusted Model,12064,2022-05-12,0.0047708552,0.0331702446,0.0376343572,21,100
Market-Adjusted Model,12065,2022-05-12,-0.008475784,0.020303661,0.0243877185,21,100
Market-Adjusted Model,12066,2022-05-12,0.0115705339,0.0424591176,0.0444340359,21,100
Market-Adjusted Model,12068,2022-05-12,0.0399999752,0.0702368771,0.0728634772,21,100
Market-Adjusted Model,12070,2022-05-12,-0.014561305,0.0195518889,0.0183021971,21,100
Market-Adjusted Model,12075,2022-05-12,0.0164668528,0.0451789677,0.0493303549,21,100
Market-Adjusted Model,12076,2022-05-12,-0.147807463,-0.103214571,-0.114943961,21,100
Market-Adjusted Model,12078,2022-05-12,-0.084000015,-0.058187433,-0.051136513,21,100
Market-Adjusted Model,12082,2022-05-12,0.1211764759,0.15965979,0.154039978,21,100
Market-Adjusted Model,12084,2022-05-12,0.1280745598,0.1605781709,0.1609380618,21,100
Market-Adjusted Model,12098,2022-05-12,0.014662815,0.0465493641,0.0475263171,21,100
Market-Adjusted Model,12103,2022-05-12,-0.017568864,0.012421563,0.0152946381,21,100
Market-Adjusted Model,12105,2022-05-12,-0.055787127,-0.026834365,-0.022923625,21,100
Market-Adjusted Model,12109,2022-05-12,0.04010698,0.0756129305,0.0729704821,21,100
Market-Adjusted Model,12146,2022-05-12,-0.081863991,-0.04882878,-0.049000489,21,100
Market-Adjusted Model,12166,2022-05-12,-0.097402562,-0.066695722,-0.06453906,21,100
Market-Adjusted Model,12189,2022-05-12,-0.039938668,-0.008462276,-0.007075166,21,100
Market-Adjusted Model,12209,2022-05-12,-0.057142801,-0.019814671,-0.024279299,21,100
Market-Adjusted Model,12211,2022-05-12,-0.072888593,-0.042870971,-0.040025091,21,100
Market-Adjusted Model,12219,2022-05-12,-0.010566223,0.0213604157,0.0222972794,21,100
Market-Adjusted Model,12226,2022-05-12,0.0563622037,0.0904146606,0.0892257058,21,100
Market-Adjusted Model,12266,2022-05-12,-0.127310036,-0.085931493,-0.094446534,21,100
Market-Adjusted Model,12287,2022-05-12,-0.007480427,0.0220027026,0.0253830755,21,100
Market-Adjusted Model,12289,2022-05-12,0.0081273738,0.0368668322,0.0409908759,21,100
Market-Adjusted Model,12292,2022-05-12,0.0496311035,0.0814567437,0.0824946055,21,100
Market-Adjusted Model,12293,2022-05-12,-0.41747577,-0.443851674,-0.39092745,14,100
Market-Adjusted Model,12294,2022-05-12,-0.050922694,-0.016327676,-0.018059192,21,100
Market-Adjusted Model,12295,2022-05-12,-0.007775441,0.0232741372,0.0250880615,21,100
Market-Adjusted Model,12296,2022-05-12,0.0067566928,0.0384801107,0.0396201949,21,100
Market-Adjusted Model,12297,2022-05-12,-0.008517228,0.0251857531,0.0243462743,21,100
Market-Adjusted Model,12301,2022-05-12,0.0010893667,0.0335724187,0.0339528688,21,100
Market-Adjusted Model,12302,2022-05-12,-0.000917579,0.0312050119,0.0319459233,21,100
Market-Adjusted Model,12303,2022-05-12,-0.03010113,0.0037060772,0.0027623722,21,100
Market-Adjusted Model,12304,2022-05-12,-0.014758653,0.0181565216,0.018104849,21,100
Market-Adjusted Model,12305,2022-05-12,-0.028863473,0.0036398307,0.0040000288,21,100
Market-Adjusted Model,12307,2022-05-12,-0.35327637,-0.199844683,-0.320412868,21,100
Market-Adjusted Model,12308,2022-05-12,0.0432148414,0.0790445589,0.0760783435,21,100
Market-Adjusted Model,12310,2022-05-12,-0.29207924,-0.25937071,-0.259215738,21,100
Market-Adjusted Model,12313,2022-05-12,-0.031246759,0.0013841766,0.0016167434,21,100
Market-Adjusted Model,12314,2022-05-12,-0.05903706,-0.024707166,-0.026173558,21,100
Market-Adjusted Model,12315,2022-05-12,-0.003877591,0.0273230606,0.0289859112,21,100
Market-Adjusted Model,12316,2022-05-12,-0.030559583,0.0019640884,0.0023039194,21,100
Market-Adjusted Model,12317,2022-05-12,-0.045938723,-0.010357706,-0.013075221,21,100
Market-Adjusted Model,12318,2022-05-12,-0.022932179,0.0106079522,0.0099313234,21,100
Market-Adjusted Model,12321,2022-05-12,-0.001238803,0.0310788906,0.0316246994,21,100
Market-Adjusted Model,12325,2022-05-12,0.2195183129,0.2556603359,0.252381815,21,100
Market-Adjusted Model,12326,2022-05-12,-0.034848496,-0.005565999,-0.001984994,21,100
Market-Adjusted Model,12329,2022-05-12,-0.040479642,-0.007470638,-0.00761614,21,100
Market-Adjusted Model,12331,2022-05-12,0.0395098675,0.0682566481,0.0723733696,21,100
Market-Adjusted Model,12332,2022-05-12,-0.081339681,-0.039273894,-0.048476179,21,100
Market-Adjusted Model,12333,2022-05-12,0.0554275042,0.0916567197,0.0882910063,21,100
Market-Adjusted Model,12334,2022-05-12,0.0304829202,0.0616297683,0.0633464222,21,100
Market-Adjusted Model,12338,2022-05-12,-0.066749069,-0.037364095,-0.033885567,21,100
Market-Adjusted Model,12339,2022-05-12,0.3614865588,0.3861046167,0.3943500608,21,100
Market-Adjusted Model,12341,2022-05-12,-0.033981093,-0.005206602,-0.001117591,21,100
Market-Adjusted Model,12345,2022-05-12,0.0586783143,0.0902098669,0.0915418163,21,100
Market-Adjusted Model,12350,2022-05-12,-0.274074072,-0.221473067,-0.24121057,21,100
Market-Adjusted Model,12355,2022-05-12,-0.057136504,-0.027382538,-0.024273002,21,100
Market-Adjusted Model,12358,2022-05-12,-0.565660676,-0.743924186,-0.532797174,21,100
Market-Adjusted Model,12360,2022-05-12,-0.185240973,-0.11603276,-0.152377471,21,100
Market-Adjusted Model,12363,2022-05-12,0.0363924086,0.0778457616,0.0692559106,21,100
Market-Adjusted Model,12366,2022-05-12,0.0193373348,0.0533540015,0.0522008368,21,100
Market-Adjusted Model,12367,2022-05-12,-0.007192727,0.0499538054,0.0256707753,21,100
Market-Adjusted Model,12368,2022-05-12,0.0077601117,0.0377478304,0.0406236137,21,100
Market-Adjusted Model,12369,2022-05-12,-0.032074539,0.0071575859,0.0007889635,21,100
Market-Adjusted Model,12370,2022-05-12,-0.057647433,-0.021403277,-0.024783931,21,100
Market-Adjusted Model,12372,2022-05-12,-0.07558381,-0.036904233,-0.042720308,21,100
Market-Adjusted Model,12373,2022-05-12,-0.157799981,-0.132541195,-0.124936479,21,100
Market-Adjusted Model,12376,2022-05-12,0.0566502548,0.0903050349,0.0895137569,21,100
Market-Adjusted Model,12377,2022-05-12,-0.057724093,-0.008522243,-0.024860591,21,100
Market-Adjusted Model,12380,2022-05-12,0.1376517806,0.1790526499,0.1705152826,21,100
Market-Adjusted Model,12385,2022-05-12,0.0539629284,0.0833589006,0.0868264304,21,100
Market-Adjusted Model,12391,2022-05-12,0.0408759457,0.0777973521,0.0737394478,21,100
Market-Adjusted Model,12397,2022-05-12,-0.115044239,-0.07922977,-0.082180737,21,100
Market-Adjusted Model,12400,2022-05-12,0.0230198618,0.0598441814,0.0558833638,21,100
Market-Adjusted Model,12411,2022-05-12,-0.049382757,0.0116341369,-0.016519255,21,100
Market-Adjusted Model,12412,2022-05-12,-0.027472496,0.0022913273,0.0053910061,21,100
Market-Adjusted Model,12431,2022-05-12,-0.054330555,-0.023146035,-0.021467053,21,100
Market-Adjusted Model,12437,2022-05-12,0.0202311936,0.0576376385,0.0530946957,21,100
Market-Adjusted Model,12442,2022-05-12,0.105189336,0.1550562912,0.138052838,21,100
Market-Adjusted Model,12443,2022-05-12,-0.143305972,-0.100156511,-0.11044247,21,100
Market-Adjusted Model,12447,2022-05-12,-0.199610096,-0.169893395,-0.166746594,21,100
Market-Adjusted Model,12448,2022-05-12,0.0114927738,0.0448096107,0.0443562758,21,100
Market-Adjusted Model,12449,2022-05-12,-0.045013912,-0.007270803,-0.01215041,21,100
Market-Adjusted Model,12452,2022-05-12,0.3206215403,0.3419744916,0.3534850423,21,100
Market-Adjusted Model,12453,2022-05-12,0.0042545492,0.032703172,0.0371180513,21,100
Market-Adjusted Model,12457,2022-05-12,0.0063683324,0.036912681,0.0392318344,21,100
Market-Adjusted Model,12461,2022-05-12,0.0100652549,0.0411878933,0.0429287569,21,100
Market-Adjusted Model,12462,2022-05-12,-0.001460242,0.0305290988,0.0314032604,21,100
Market-Adjusted Model,12463,2022-05-12,-0.004176956,-0.001293165,-0.000351478,3,100
Market-Adjusted Model,12472,2022-05-12,-0.068257923,-0.037637781,-0.035394421,21,100
Market-Adjusted Model,12473,2022-05-12,0.0217164552,0.0592211833,0.0545799573,21,100
Market-Adjusted Model,12476,2022-05-12,-0.050344763,-0.012304818,-0.017481261,21,100
Market-Adjusted Model,12477,2022-05-12,-0.101329384,-0.065606354,-0.068465882,21,100
Market-Adjusted Model,12480,2022-05-12,-0.053426256,-0.025920596,-0.020562754,21,100
Market-Adjusted Model,12487,2022-05-12,-0.084250792,-0.055811762,-0.05138729,21,100
Market-Adjusted Model,12488,2022-05-12,-0.179661005,-0.135476972,-0.146797503,21,100
Market-Adjusted Model,12490,2022-05-12,0.0259889769,0.0584214818,0.0588524789,21,100
Market-Adjusted Model,12495,2022-05-12,-0.198250743,-0.174276549,-0.165387241,21,100
Market-Adjusted Model,12497,2022-05-12,-0.107142875,-0.058918126,-0.074279373,21,100
Market-Adjusted Model,12500,2022-05-12,-0.323420057,-0.296209049,-0.290556555,21,100
Market-Adjusted Model,12502,2022-05-12,0.0519056169,0.122635285,0.0847691189,21,100
Market-Adjusted Model,12505,2022-05-12,-0.040195322,-0.008771392,-0.007331819,21,100
Market-Adjusted Model,12508,2022-05-12,0.0073820647,0.038239236,0.0402455667,21,100
Market-Adjusted Model,12510,2022-05-12,0.0394498792,0.0750638432,0.0723133812,21,100
Market-Adjusted Model,12513,2022-05-12,-0.106422982,-0.079341255,-0.07355948,21,100
Market-Adjusted Model,12514,2022-05-12,-0.107403555,-0.083300254,-0.074540053,21,100
Market-Adjusted Model,12515,2022-05-12,0.0691162039,0.0994975849,0.101979706,21,100
Market-Adjusted Model,12516,2022-05-12,-0.059317007,-0.031914111,-0.026453505,21,100
Market-Adjusted Model,12523,2022-05-12,-0.009101493,0.0214891314,0.0237620089,21,100
Market-Adjusted Model,12527,2022-05-12,-0.185259621,-0.128827954,-0.152396119,21,100
Market-Adjusted Model,12528,2022-05-12,-0.006865001,0.0264344836,0.0259985009,21,100
Market-Adjusted Model,12530,2022-05-12,0.00605534,0.0418356052,0.038918842,21,100
Market-Adjusted Model,12531,2022-05-12,-0.085558831,-0.016670037,-0.052695329,21,100
Market-Adjusted Model,12533,2022-05-12,0.0038549565,0.0366656686,0.0367184586,21,100
Market-Adjusted Model,12534,2022-05-12,-0.084182647,-0.050738279,-0.051319145,21,100
Market-Adjusted Model,12535,2022-05-12,-0.022711251,0.0106029529,0.0101522507,21,100
Market-Adjusted Model,12536,2022-05-12,-0.087783179,-0.058987919,-0.054919677,21,100
Market-Adjusted Model,12537,2022-05-12,0.0014092227,0.0302753005,0.0342727247,21,100
Market-Adjusted Model,12540,2022-05-12,-0.048615499,-0.00808074,-0.015751997,21,100
Market-Adjusted Model,12542,2022-05-12,-0.024306849,0.0058296516,0.0085566526,21,100
Market-Adjusted Model,12543,2022-05-12,-0.060297695,-0.032503682,-0.027434193,21,100
Market-Adjusted Model,12552,2022-05-12,-0.008496309,0.0214965754,0.0243671935,21,100
Market-Adjusted Model,12556,2022-05-12,-0.098795131,-0.036540589,-0.065931629,21,100
Market-Adjusted Model,12558,2022-05-12,0.0826074204,0.1117482037,0.1154709225,21,100
Market-Adjusted Model,12559,2022-05-12,0.0158206836,0.0450361514,0.0486841856,21,100
Market-Adjusted Model,12564,2022-05-12,-0.020664054,0.0088601344,0.0121994477,21,100
Market-Adjusted Model,12565,2022-05-12,-0.002381796,0.0265898974,0.0304817064,21,100
Market-Adjusted Model,12566,2022-05-12,-0.107216488,-0.076387934,-0.074352986,21,100
Market-Adjusted Model,12569,2022-05-12,-0.110526272,-0.057390136,-0.07766277,21,100
Market-Adjusted Model,12570,2022-05-12,0.0308802186,0.0645683365,0.0637437207,21,100
Market-Adjusted Model,12573,2022-05-12,-0.069865298,0.0591847485,-0.037001796,21,100
Market-Adjusted Model,12577,2022-05-12,-0.217054246,-0.064867382,-0.184190743,21,100
Market-Adjusted Model,12578,2022-05-12,0.0093324009,0.0408104998,0.0421959029,21,100
Market-Adjusted Model,12579,2022-05-12,0.0561497487,0.1321288146,0.0890132508,21,100
Market-Adjusted Model,12582,2022-05-12,0.553015808,0.5436245151,0.5858793101,21,100
Market-Adjusted Model,12583,2022-05-12,-0.164359662,-0.141680208,-0.13149616,21,100
Market-Adjusted Model,12591,2022-05-12,0.1495318836,0.1775190305,0.1823953857,21,100
Market-Adjusted Model,12592,2022-05-12,-0.168623756,-0.143441385,-0.135760254,21,100
Market-Adjusted Model,12593,2022-05-12,0.0167803056,0.0501256442,0.0496438076,21,100
Market-Adjusted Model,12615,2022-05-12,-0.238195125,-0.156931746,-0.205331623,21,100
Market-Adjusted Model,12621,2022-05-12,-0.047840569,-0.011912949,-0.014977067,21,100
Market-Adjusted Model,12622,2022-05-12,-0.002073239,0.0328302868,0.0307902633,21,100
Market-Adjusted Model,12623,2022-05-12,-0.03261317,-0.001338918,0.0002503317,21,100
Market-Adjusted Model,12625,2022-05-12,0.0322886404,0.0622532412,0.0651521424,21,100
Market-Adjusted Model,12628,2022-05-12,0.037583089,0.0720154251,0.0704465911,21,100
Market-Adjusted Model,12629,2022-05-12,0.0575148873,0.1018756869,0.0903783893,21,100
Market-Adjusted Model,12631,2022-05-12,-0.023080786,0.0053702896,0.0097827162,21,100
Market-Adjusted Model,12633,2022-05-12,-0.015491401,0.0135543777,0.0173721015,21,100
Market-Adjusted Model,12640,2022-05-12,0.2807018049,0.3474268433,0.3135653069,21,100
Market-Adjusted Model,12641,2022-05-12,-0.093222355,-0.05333069,-0.060358853,21,100
Market-Adjusted Model,12644,2022-05-12,-0.135202319,-0.099947976,-0.102338817,21,100
Market-Adjusted Model,12646,2022-05-12,0.0013441282,0.0351417353,0.0342076302,21,100
Market-Adjusted Model,12647,2022-05-12,0.0297586031,0.0607784552,0.0626221051,21,100
Market-Adjusted Model,12648,2022-05-12,0.0969908744,0.1256336359,0.1298543765,21,100
Market-Adjusted Model,12649,2022-05-12,0.0553108225,0.0887460596,0.0881743245,21,100
Market-Adjusted Model,12651,2022-05-12,0.0595439909,0.090573856,0.092407493,21,100
Market-Adjusted Model,12652,2022-05-12,0.0556434973,0.0844449483,0.0885069993,21,100
Market-Adjusted Model,12654,2022-05-12,0.0307810237,0.0616745214,0.0636445257,21,100
Market-Adjusted Model,12655,2022-05-12,0.0105396271,0.0418099361,0.0434031291,21,100
Market-Adjusted Model,12656,2022-05-12,-0.020964349,0.0139213029,0.0118991527,21,100
Market-Adjusted Model,12657,2022-05-12,0.0146692967,0.047132971,0.0475327988,21,100
Market-Adjusted Model,12658,2022-05-12,-0.035696692,-0.00113499,-0.002833189,21,100
Market-Adjusted Model,12659,2022-05-12,0.0143495789,0.0468481554,0.0472130809,21,100
