Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,91044,2022-05-12,0.0220277473,0.0628810484,0.0548912494,21,100
Market-Adjusted Model,91047,2022-05-12,0.0145119904,0.0432536141,0.0473754924,21,100
Market-Adjusted Model,91052,2022-05-12,-0.021065369,0.0106387145,0.0117981326,21,100
Market-Adjusted Model,91053,2022-05-12,-0.00264318,0.0290343915,0.0302203217,21,100
Market-Adjusted Model,91055,2022-05-12,-0.010667803,0.0221015874,0.0221956994,21,100
Market-Adjusted Model,91065,2022-05-12,-0.067965091,-0.033077581,-0.035101589,21,100
Market-Adjusted Model,91068,2022-05-12,-0.091296579,-0.05929315,-0.058433077,21,100
Market-Adjusted Model,91076,2022-05-12,-0.147395154,-0.110900107,-0.114531652,21,100
Market-Adjusted Model,91080,2022-05-12,0.0335853751,0.0721479122,0.0664488772,21,100
Market-Adjusted Model,91082,2022-05-12,-0.173663214,-0.143971371,-0.140799712,21,100
Market-Adjusted Model,91083,2022-05-12,-0.007633702,0.0218504964,0.0252298005,21,100
Market-Adjusted Model,91086,2022-05-12,-0.688557897,-1.058269428,-0.655694395,21,100
Market-Adjusted Model,91090,2022-05-12,-0.199759725,-0.166391191,-0.166896223,21,100
Market-Adjusted Model,91095,2022-05-12,-0.090066264,-0.043540761,-0.057202762,21,100
Market-Adjusted Model,91103,2022-05-12,-0.083731094,-0.039135671,-0.050867592,21,100
Market-Adjusted Model,91106,2022-05-12,0.1307399777,0.1549611018,0.1636034798,21,100
Market-Adjusted Model,91111,2022-05-12,0.0461304794,0.0812250857,0.0789939815,21,100
Market-Adjusted Model,91112,2022-05-12,-0.029572412,0.0082568984,0.0032910904,21,100
Market-Adjusted Model,91114,2022-05-12,0.0771770451,0.1137945424,0.1100405471,21,100
Market-Adjusted Model,91119,2022-05-12,-0.167517022,-0.148414483,-0.13465352,21,100
Market-Adjusted Model,91122,2022-05-12,0.0347524664,0.0764692081,0.0676159684,21,100
Market-Adjusted Model,91123,2022-05-12,0.0092848918,0.0458515475,0.0421483939,21,100
Market-Adjusted Model,91124,2022-05-12,-0.098129578,-0.057022429,-0.065266076,21,100
Market-Adjusted Model,91125,2022-05-12,0.073013904,0.1101261544,0.1058774061,21,100
Market-Adjusted Model,91129,2022-05-12,0.0418029669,0.0722097746,0.0746664689,21,100
Market-Adjusted Model,91130,2022-05-12,-0.006300975,0.0246436529,0.0265625274,21,100
Market-Adjusted Model,91131,2022-05-12,0.0157709431,0.0460444443,0.0486344452,21,100
Market-Adjusted Model,91132,2022-05-12,0.0149049671,0.0462358525,0.0477684691,21,100
Market-Adjusted Model,91133,2022-05-12,0.1473396923,0.1751426092,0.1802031943,21,100
Market-Adjusted Model,91137,2022-05-12,0.0446356491,0.0739520097,0.0774991511,21,100
Market-Adjusted Model,91152,2022-05-12,-0.025208872,0.0117226582,0.0076546306,21,100
Market-Adjusted Model,91161,2022-05-12,0.1540656072,0.1976758767,0.1869291093,21,100
Market-Adjusted Model,91163,2022-05-12,0.0956826924,0.141237253,0.1285461944,21,100
Market-Adjusted Model,91176,2022-05-12,-0.039057212,-0.007913311,-0.00619371,21,100
Market-Adjusted Model,91181,2022-05-12,-0.039203579,-0.004496843,-0.006340077,21,100
Market-Adjusted Model,91182,2022-05-12,-0.03447217,0.0062816915,-0.001608668,21,100
Market-Adjusted Model,91184,2022-05-12,1.1346153933,1.98986589,1.1674788954,21,100
Market-Adjusted Model,91186,2022-05-12,-0.0316518,0.0041508664,0.0012117024,21,100
Market-Adjusted Model,91194,2022-05-12,-0.060414134,-0.028898517,-0.027550632,21,100
Market-Adjusted Model,91197,2022-05-12,-0.074172938,-0.039510182,-0.041309436,21,100
Market-Adjusted Model,91201,2022-05-12,-0.400000021,-0.442619069,-0.367136519,21,100
Market-Adjusted Model,91202,2022-05-12,-0.054909274,-0.024696368,-0.022045772,21,100
Market-Adjusted Model,91204,2022-05-12,-0.064534847,-0.035703786,-0.031671345,21,100
Market-Adjusted Model,91208,2022-05-12,0.1076338045,0.138239153,0.1404973066,21,100
Market-Adjusted Model,91209,2022-05-12,-0.026273669,0.0049845548,0.0065898329,21,100
Market-Adjusted Model,91215,2022-05-12,0.1919530483,0.22457402,0.2248165504,21,100
Market-Adjusted Model,91220,2022-05-12,0.037860312,0.0752906286,0.0707238141,21,100
Market-Adjusted Model,91221,2022-05-12,-0.037986704,-0.006893016,-0.005123202,21,100
Market-Adjusted Model,91222,2022-05-12,0.0047962031,0.0374236128,0.0376597052,21,100
Market-Adjusted Model,91223,2022-05-12,-0.002173357,0.0287460713,0.0306901455,21,100
Market-Adjusted Model,91224,2022-05-12,-0.003294927,0.0297620695,0.0295685747,21,100
Market-Adjusted Model,91225,2022-05-12,-0.039049816,-0.007422241,-0.006186314,21,100
Market-Adjusted Model,91226,2022-05-12,-0.028178292,0.0028006068,0.0046852099,21,100
Market-Adjusted Model,91227,2022-05-12,0.0316425603,0.0615191223,0.0645060623,21,100
Market-Adjusted Model,91228,2022-05-12,0.1173245269,0.1532093342,0.150188029,21,100
Market-Adjusted Model,91229,2022-05-12,0.1728726113,0.1990992033,0.2057361134,21,100
Market-Adjusted Model,91232,2022-05-12,-0.066570642,-0.033885046,-0.03370714,21,100
Market-Adjusted Model,91233,2022-05-12,-0.032303548,0.0030716701,0.0005599539,21,100
Market-Adjusted Model,91234,2022-05-12,-0.007692686,0.0258560436,0.0251708163,21,100
Market-Adjusted Model,91237,2022-05-12,-0.019364419,0.0102935616,0.0134990828,21,100
Market-Adjusted Model,91262,2022-05-12,0.0131637239,0.0475684943,0.0460272259,21,100
Market-Adjusted Model,91269,2022-05-12,-0.027026994,0.053016065,0.0058365081,21,100
Market-Adjusted Model,91271,2022-05-12,0.071428611,0.1129177493,0.1042921131,21,100
Market-Adjusted Model,91274,2022-05-12,-0.070409097,-0.041490171,-0.037545595,21,100
Market-Adjusted Model,91277,2022-05-12,-0.130023629,-0.072429564,-0.097160127,21,100
Market-Adjusted Model,91278,2022-05-12,-0.07035279,-0.01629026,-0.037489288,21,100
Market-Adjusted Model,91279,2022-05-12,-0.204444465,-0.180650553,-0.171580963,21,100
Market-Adjusted Model,91283,2022-05-12,-0.148108711,-0.086804513,-0.115245208,21,100
Market-Adjusted Model,91287,2022-05-12,-0.062293631,-0.022235094,-0.029430129,21,100
Market-Adjusted Model,91291,2022-05-12,0.0036442489,0.0326990434,0.036507751,21,100
Market-Adjusted Model,91292,2022-05-12,-0.004534501,0.0248538442,0.0283290007,21,100
Market-Adjusted Model,91293,2022-05-12,0.0092601532,0.0380332806,0.0421236553,21,100
Market-Adjusted Model,91294,2022-05-12,0.0028832699,0.0315128029,0.0357467719,21,100
Market-Adjusted Model,91297,2022-05-12,-0.037346207,-0.003509951,-0.004482704,21,100
Market-Adjusted Model,91298,2022-05-12,-0.122759691,-0.089605972,-0.089896188,21,100
Market-Adjusted Model,91301,2022-05-12,-0.038335616,-0.009155359,-0.005472114,21,100
Market-Adjusted Model,91306,2022-05-12,-0.097859312,-0.061605201,-0.06499581,21,100
Market-Adjusted Model,91307,2022-05-12,-0.066941846,-0.02246758,-0.034078344,21,100
Market-Adjusted Model,91308,2022-05-12,-0.124153064,-0.070886529,-0.091289562,21,100
Market-Adjusted Model,91309,2022-05-12,-0.042215621,-0.002975145,-0.009352119,21,100
Market-Adjusted Model,91310,2022-05-12,-0.040116727,0.006189471,-0.007253225,21,100
Market-Adjusted Model,91311,2022-05-12,0.0197238826,0.0524030934,0.0525873846,21,100
Market-Adjusted Model,91312,2022-05-12,0.0411271865,0.0768043973,0.0739906885,21,100
Market-Adjusted Model,91313,2022-05-12,0.0126656956,0.0438791184,0.0455291977,21,100
Market-Adjusted Model,91314,2022-05-12,0.0063182473,0.0392487937,0.0391817493,21,100
Market-Adjusted Model,91315,2022-05-12,0.0061983954,0.0383840225,0.0390618975,21,100
Market-Adjusted Model,91316,2022-05-12,-0.072767941,-0.03341412,-0.039904439,21,100
Market-Adjusted Model,91317,2022-05-12,-0.001441993,0.031137819,0.0314215089,21,100
Market-Adjusted Model,91318,2022-05-12,0.1516051831,0.1824203655,0.1844686851,21,100
Market-Adjusted Model,91319,2022-05-12,0.0899067119,0.128285964,0.122770214,21,100
Market-Adjusted Model,91320,2022-05-12,-0.046771389,-0.009932521,-0.013907887,21,100
Market-Adjusted Model,91321,2022-05-12,0.0738100723,0.1119340271,0.1066735744,21,100
Market-Adjusted Model,91324,2022-05-12,0.0038001908,0.0347959498,0.0366636929,21,100
Market-Adjusted Model,91325,2022-05-12,0.0407956839,0.0704680213,0.0736591859,21,100
Market-Adjusted Model,91326,2022-05-12,0.0015249644,0.0325600723,0.0343884665,21,100
Market-Adjusted Model,91327,2022-05-12,0.0015067279,0.0323826803,0.03437023,21,100
Market-Adjusted Model,91328,2022-05-12,0.0093398849,0.0412481682,0.042203387,21,100
Market-Adjusted Model,91330,2022-05-12,0.0130400233,0.0439017719,0.0459035253,21,100
Market-Adjusted Model,91331,2022-05-12,0.0212552909,0.0514871825,0.0541187929,21,100
Market-Adjusted Model,91332,2022-05-12,0.0006190183,0.0310343547,0.0334825204,21,100
Market-Adjusted Model,91333,2022-05-12,0.0251635174,0.0553232212,0.0580270194,21,100
Market-Adjusted Model,91334,2022-05-12,0.0370968086,0.0667768411,0.0699603106,21,100
Market-Adjusted Model,91335,2022-05-12,0.0250184214,0.0553208509,0.0578819235,21,100
Market-Adjusted Model,91336,2022-05-12,0.0360246061,0.065679952,0.0688881082,21,100
Market-Adjusted Model,91340,2022-05-12,0.0332057301,0.0623223787,0.0660692321,21,100
Market-Adjusted Model,91341,2022-05-12,0.0119500334,0.0438848811,0.0448135354,21,100
Market-Adjusted Model,91342,2022-05-12,0.0311696454,0.0613778003,0.0640331474,21,100
Market-Adjusted Model,91343,2022-05-12,0.0190757267,0.0504396949,0.0519392288,21,100
Market-Adjusted Model,91344,2022-05-12,0.0126318882,0.0427391279,0.0454953902,21,100
Market-Adjusted Model,91348,2022-05-12,-0.309920994,-0.3080599,-0.277057491,21,100
Market-Adjusted Model,91355,2022-05-12,0.3278688186,0.3294324133,0.3607323206,21,100
Market-Adjusted Model,91356,2022-05-12,0.0179503537,0.0524355421,0.0508138558,21,100
Market-Adjusted Model,91359,2022-05-12,0.0389380062,0.0831512354,0.0718015082,21,100
Market-Adjusted Model,91363,2022-05-12,0.1300169136,0.1608584606,0.1628804157,21,100
Market-Adjusted Model,91365,2022-05-12,-0.19228844,-0.157163308,-0.159424938,21,100
Market-Adjusted Model,91366,2022-05-12,0.1679389559,0.2259873463,0.200802458,21,100
Market-Adjusted Model,91374,2022-05-12,-0.017929141,0.0139535888,0.0149343612,21,100
Market-Adjusted Model,91378,2022-05-12,-0.021742096,0.0087379868,0.0111214056,21,100
Market-Adjusted Model,91379,2022-05-12,-0.055393599,0.0358912781,-0.022530097,21,100
Market-Adjusted Model,91381,2022-05-12,0.0588982798,0.0900452779,0.0917617818,21,100
Market-Adjusted Model,91384,2022-05-12,0.0015704847,0.0476051004,0.0344339867,21,100
Market-Adjusted Model,91385,2022-05-12,0.0194132397,0.0590902977,0.0522767417,21,100
Market-Adjusted Model,91386,2022-05-12,0.0661305333,0.1244336582,0.0989940354,21,100
Market-Adjusted Model,91387,2022-05-12,0.0323914498,0.0780243297,0.0652549518,21,100
Market-Adjusted Model,91390,2022-05-12,-0.086444771,-0.054959692,-0.053581269,21,100
Market-Adjusted Model,91392,2022-05-12,-0.076965444,-0.039974138,-0.044101941,21,100
Market-Adjusted Model,91395,2022-05-12,0.1578946915,0.4550746548,0.1907581936,21,100
Market-Adjusted Model,91402,2022-05-12,0.1682679074,0.1992836173,0.2011314094,21,100
Market-Adjusted Model,91403,2022-05-12,0.0444283501,0.0831391566,0.0772918521,21,100
Market-Adjusted Model,91408,2022-05-12,-0.032037584,-0.002392584,0.0008259178,21,100
Market-Adjusted Model,91413,2022-05-12,0.0582925505,0.0912461433,0.0911560525,21,100
Market-Adjusted Model,91414,2022-05-12,-0.030366486,-0.001350632,0.0024970163,21,100
Market-Adjusted Model,91416,2022-05-12,-0.123694933,-0.088767341,-0.090831431,21,100
Market-Adjusted Model,91421,2022-05-12,0.0155384692,0.0588089928,0.0484019713,21,100
Market-Adjusted Model,91423,2022-05-12,-0.007044608,0.0246318739,0.0258188939,21,100
Market-Adjusted Model,91424,2022-05-12,-0.061415355,-0.02734961,-0.028551853,21,100
Market-Adjusted Model,91437,2022-05-12,-0.132856839,-0.105766314,-0.099993337,21,100
Market-Adjusted Model,91447,2022-05-12,0.005580839,0.0373112925,0.038444341,21,100
Market-Adjusted Model,91448,2022-05-12,0.026599916,0.0559605344,0.059463418,21,100
Market-Adjusted Model,91449,2022-05-12,-0.015380777,0.0156234735,0.0174827248,21,100
Market-Adjusted Model,91450,2022-05-12,-0.046112222,-0.016361227,-0.013248719,21,100
Market-Adjusted Model,91451,2022-05-12,-0.057164871,-0.023322965,-0.024301369,21,100
Market-Adjusted Model,91453,2022-05-12,0.0097563001,0.0488419454,0.0426198021,21,100
Market-Adjusted Model,91456,2022-05-12,-0.017904477,0.0127319003,0.0149590249,21,100
Market-Adjusted Model,91457,2022-05-12,0.0945320281,0.166671374,0.1273955302,21,100
Market-Adjusted Model,91458,2022-05-12,-0.021507443,0.007251563,0.0113560586,21,100
Market-Adjusted Model,91461,2022-05-12,-0.053225784,-0.014347156,-0.020362282,21,100
Market-Adjusted Model,91463,2022-05-12,-0.012003275,0.0243842086,0.0208602273,21,100
Market-Adjusted Model,91468,2022-05-12,0.0044029575,0.0357867767,0.0372664596,21,100
Market-Adjusted Model,91471,2022-05-12,0.0792079596,0.1238083389,0.1120714617,21,100
Market-Adjusted Model,91472,2022-05-12,-0.112799214,-0.088981757,-0.079935712,21,100
Market-Adjusted Model,91483,2022-05-12,-0.011002024,0.022239648,0.0218614783,21,100
Market-Adjusted Model,91488,2022-05-12,0.1636152895,0.3417241605,0.1964787916,21,100
Market-Adjusted Model,91498,2022-05-12,0.2647412417,0.3187669393,0.2976047437,21,100
Market-Adjusted Model,91500,2022-05-12,-0.029845557,0.0046703816,0.0030179455,21,100
Market-Adjusted Model,91503,2022-05-12,0.0046702471,0.0439506323,0.0375337492,21,100
Market-Adjusted Model,91516,2022-05-12,-0.043856632,-0.011396457,-0.01099313,21,100
Market-Adjusted Model,91519,2022-05-12,-0.077202247,-0.04672588,-0.044338745,21,100
Market-Adjusted Model,91529,2022-05-12,-0.042223899,-0.01136768,-0.009360396,21,100
Market-Adjusted Model,91530,2022-05-12,0.0075320097,0.0425977344,0.0403955118,21,100
Market-Adjusted Model,91531,2022-05-12,0.0634902341,0.0974592998,0.0963537361,21,100
Market-Adjusted Model,91533,2022-05-12,-0.006211236,0.027670474,0.0266522658,21,100
Market-Adjusted Model,91534,2022-05-12,-0.00010709,0.0340142421,0.0327564118,21,100
Market-Adjusted Model,91537,2022-05-12,0.0084875263,0.0476871639,0.0413510284,21,100
Market-Adjusted Model,91538,2022-05-12,-0.042184853,-0.010061524,-0.009321351,21,100
Market-Adjusted Model,91539,2022-05-12,-0.021941335,0.0104278631,0.0109221666,21,100
Market-Adjusted Model,91541,2022-05-12,-0.079803235,-0.049108446,-0.046939733,21,100
Market-Adjusted Model,91542,2022-05-12,0.1460325163,0.1787227939,0.1788960183,21,100
Market-Adjusted Model,91543,2022-05-12,-0.048383384,-0.017435504,-0.015519882,21,100
Market-Adjusted Model,91544,2022-05-12,-0.067462531,-0.032797891,-0.034599029,21,100
Market-Adjusted Model,91545,2022-05-12,-0.024266142,0.0116061572,0.0085973596,21,100
Market-Adjusted Model,91547,2022-05-12,-0.024567024,0.0057112279,0.0082964778,21,100
Market-Adjusted Model,91556,2022-05-12,-0.140839523,-0.080025445,-0.10797602,21,100
Market-Adjusted Model,91560,2022-05-12,0.0147237657,0.0528939689,0.0475872678,21,100
Market-Adjusted Model,91567,2022-05-12,-0.026523178,0.0046871944,0.0063403243,21,100
Market-Adjusted Model,91570,2022-05-12,-0.033427352,-0.001748218,-0.00056385,21,100
Market-Adjusted Model,91571,2022-05-12,-0.117356805,-0.061506088,-0.084493303,21,100
Market-Adjusted Model,91575,2022-05-12,-0.077071531,-0.036230018,-0.044208029,21,100
Market-Adjusted Model,91577,2022-05-12,-0.036683397,-0.004398704,-0.003819895,21,100
Market-Adjusted Model,91579,2022-05-12,-0.069297444,-0.039224637,-0.036433942,21,100
Market-Adjusted Model,91582,2022-05-12,0.0041840944,0.0350487087,0.0370475965,21,100
Market-Adjusted Model,91584,2022-05-12,-0.082452989,-0.04910168,-0.049589487,21,100
Market-Adjusted Model,91594,2022-05-12,-0.274212639,-0.262687947,-0.241349137,21,100
Market-Adjusted Model,91597,2022-05-12,0.0137551581,0.0445965822,0.0466186601,21,100
Market-Adjusted Model,91602,2022-05-12,0.0163863843,0.059427183,0.0492498864,21,100
Market-Adjusted Model,91604,2022-05-12,-0.100682621,-0.055735638,-0.067819119,21,100
Market-Adjusted Model,91606,2022-05-12,-0.098844664,-0.061667332,-0.065981161,21,100
Market-Adjusted Model,91607,2022-05-12,0.0910726652,0.1421350126,0.1239361672,21,100
Market-Adjusted Model,91609,2022-05-12,-0.030000025,0.0018218551,0.0028634771,21,100
Market-Adjusted Model,91611,2022-05-12,-0.056279425,-0.017178835,-0.023415923,21,100
Market-Adjusted Model,91612,2022-05-12,0.0877193294,0.1305587128,0.1205828314,21,100
Market-Adjusted Model,91615,2022-05-12,-0.173780487,-0.1053398,-0.140916985,21,100
Market-Adjusted Model,91617,2022-05-12,0.0386318444,0.0703652678,0.0714953465,21,100
Market-Adjusted Model,91622,2022-05-12,-0.032223238,-0.002868194,0.0006402639,21,100
Market-Adjusted Model,91625,2022-05-12,0.0045420353,0.0470995762,0.0374055374,21,100
Market-Adjusted Model,91626,2022-05-12,-0.074599427,-0.044587533,-0.041735925,21,100
Market-Adjusted Model,91627,2022-05-12,-0.183229795,-0.094226937,-0.150366293,21,100
Market-Adjusted Model,91629,2022-05-12,-0.012364393,0.0168321558,0.0204991093,21,100
Market-Adjusted Model,91637,2022-05-12,0.0064604028,0.0389050228,0.0393239048,21,100
Market-Adjusted Model,91642,2022-05-12,0.0338240399,0.0634215098,0.0666875419,21,100
Market-Adjusted Model,91643,2022-05-12,-0.010296152,0.0220717839,0.0225673503,21,100
Market-Adjusted Model,91647,2022-05-12,-0.008641354,0.0248317678,0.0242221483,21,100
Market-Adjusted Model,91648,2022-05-12,-0.010687486,0.0211296535,0.0221760165,21,100
Market-Adjusted Model,91651,2022-05-12,-0.017064823,0.0126782301,0.0157986788,21,100
Market-Adjusted Model,91658,2022-05-12,0.0557869045,0.0959368551,0.0886504066,21,100
Market-Adjusted Model,91659,2022-05-12,-0.081946648,-0.043118465,-0.049083146,21,100
Market-Adjusted Model,91664,2022-05-12,-0.139344251,-0.095138671,-0.106480749,21,100
Market-Adjusted Model,91665,2022-05-12,0.0727272753,0.101193115,0.1055907774,21,100
Market-Adjusted Model,91668,2022-05-12,0.0942013219,0.1309395762,0.1270648239,21,100
Market-Adjusted Model,91670,2022-05-12,-0.02944899,0.0008461871,0.0034145122,21,100
Market-Adjusted Model,91672,2022-05-12,-0.053639801,-0.020996778,-0.020776299,21,100
Market-Adjusted Model,91673,2022-05-12,-0.094405578,-0.038029445,-0.061542076,21,100
Market-Adjusted Model,91678,2022-05-12,-0.058823541,0.0067897601,-0.025960039,21,100
Market-Adjusted Model,91683,2022-05-12,-0.02752294,0.0176771967,0.0053405623,21,100
Market-Adjusted Model,91684,2022-05-12,-0.022605413,0.0092659427,0.0102580891,21,100
Market-Adjusted Model,91688,2022-05-12,0.015104378,0.0457702979,0.04796788,21,100
Market-Adjusted Model,91689,2022-05-12,-0.026454999,0.0317524633,0.0064085035,21,100
Market-Adjusted Model,91691,2022-05-12,-0.004778969,0.0242644644,0.0280845335,21,100
Market-Adjusted Model,91699,2022-05-12,0.0034182805,0.0319936385,0.0362817825,21,100
Market-Adjusted Model,91700,2022-05-12,0.0069740138,0.0354436975,0.0398375159,21,100
Market-Adjusted Model,91701,2022-05-12,0.0084063087,0.0371098863,0.0412698108,21,100
Market-Adjusted Model,91702,2022-05-12,0.0090325994,0.0376533163,0.0418961015,21,100
Market-Adjusted Model,91703,2022-05-12,0.0059357077,0.0343592769,0.0387992098,21,100
Market-Adjusted Model,91704,2022-05-12,-0.007929564,0.0214554241,0.0249339384,21,100
Market-Adjusted Model,91705,2022-05-12,0.0067928579,0.0352823085,0.0396563599,21,100
Market-Adjusted Model,91706,2022-05-12,0.0010298849,0.0294196853,0.0338933869,21,100
Market-Adjusted Model,91707,2022-05-12,0.0612813189,0.1035225316,0.094144821,21,100
Market-Adjusted Model,91709,2022-05-12,0.0842272898,0.1142867106,0.1170907918,21,100
Market-Adjusted Model,91710,2022-05-12,-0.027471406,0.0016097061,0.0053920956,21,100
Market-Adjusted Model,91711,2022-05-12,-0.059620343,-0.029669127,-0.026756841,21,100
Market-Adjusted Model,91712,2022-05-12,0.0031518056,0.0332132143,0.0360153076,21,100
Market-Adjusted Model,91713,2022-05-12,0.0830527247,0.1138704424,0.1159162267,21,100
Market-Adjusted Model,91714,2022-05-12,-0.019842665,0.0091859153,0.0130208375,21,100
Market-Adjusted Model,91715,2022-05-12,-0.073230238,-0.044342048,-0.040366736,21,100
Market-Adjusted Model,91717,2022-05-12,-0.006391425,0.0261080248,0.0264720771,21,100
Market-Adjusted Model,91718,2022-05-12,-0.027091378,0.0170329091,0.0057721241,21,100
Market-Adjusted Model,91719,2022-05-12,-0.008970392,0.0360719877,0.0238931101,21,100
Market-Adjusted Model,91720,2022-05-12,0.0124171843,0.0462239882,0.0452806864,21,100
Market-Adjusted Model,91721,2022-05-12,0.013505541,0.0638824561,0.0463690431,21,100
Market-Adjusted Model,91722,2022-05-12,-0.057195158,-0.008345576,-0.024331656,21,100
Market-Adjusted Model,91723,2022-05-12,0.011337018,0.0422018859,0.04420052,21,100
Market-Adjusted Model,91725,2022-05-12,0.0272599201,0.0571290286,0.0601234222,21,100
Market-Adjusted Model,91727,2022-05-12,-0.016515796,0.023420601,0.0163477061,21,100
Market-Adjusted Model,91733,2022-05-12,0.1100838287,0.1483730124,0.1429473308,21,100
Market-Adjusted Model,91734,2022-05-12,0.2956878334,0.3050881735,0.3285513354,21,100
Market-Adjusted Model,91742,2022-05-12,0.2528301209,0.3506344936,0.2856936229,21,100
Market-Adjusted Model,91747,2022-05-12,0.0093099721,0.0381718815,0.0421734741,21,100
Market-Adjusted Model,91749,2022-05-12,-0.040132713,-0.00874041,-0.007269211,21,100
Market-Adjusted Model,91754,2022-05-12,0.0412541173,0.0791567379,0.0741176194,21,100
Market-Adjusted Model,91757,2022-05-12,-0.062216739,-0.031829733,-0.029353237,21,100
Market-Adjusted Model,91758,2022-05-12,-0.010901202,0.0177536611,0.0219623,21,100
Market-Adjusted Model,91760,2022-05-12,0.0113889726,0.0401256939,0.0442524746,21,100
Market-Adjusted Model,91774,2022-05-12,-0.121037493,-0.045017442,-0.088173991,21,100
Market-Adjusted Model,91776,2022-05-12,0.1649253807,0.1978418755,0.1977888828,21,100
Market-Adjusted Model,91777,2022-05-12,-0.047609986,-0.013988386,-0.014746484,21,100
Market-Adjusted Model,91778,2022-05-12,0.0376781941,0.0997750469,0.0705416962,21,100
Market-Adjusted Model,91779,2022-05-12,-0.280966777,-0.269929849,-0.248103274,21,100
Market-Adjusted Model,91780,2022-05-12,0.0392203665,0.0812188065,0.0720838686,21,100
Market-Adjusted Model,91781,2022-05-12,-0.002165371,0.0345172766,0.0306981314,21,100
Market-Adjusted Model,91782,2022-05-12,0.0274405448,0.0705901574,0.0603040469,21,100
Market-Adjusted Model,91784,2022-05-12,0.1846883859,0.2291709416,0.217551888,21,100
Market-Adjusted Model,91785,2022-05-12,0.1230567114,0.1633321884,0.1559202134,21,100
Market-Adjusted Model,91786,2022-05-12,-0.030275228,0.0151610028,0.0025882736,21,100
Market-Adjusted Model,91787,2022-05-12,0.0161912158,0.1002187848,0.0490547178,21,100
Market-Adjusted Model,91788,2022-05-12,-0.170709143,-0.141131524,-0.137845641,21,100
Market-Adjusted Model,91789,2022-05-12,0.0388877238,0.0729445694,0.0717512259,21,100
Market-Adjusted Model,91790,2022-05-12,-0.108443504,-0.05029602,-0.075580002,21,100
Market-Adjusted Model,91792,2022-05-12,0.3030574272,0.3269449666,0.3359209292,21,100
Market-Adjusted Model,91793,2022-05-12,-0.067199366,-0.026348023,-0.034335864,21,100
Market-Adjusted Model,91794,2022-05-12,-0.015227863,0.0215359093,0.0176356393,21,100
Market-Adjusted Model,91795,2022-05-12,-0.057574688,-0.015418876,-0.024711186,21,100
Market-Adjusted Model,91796,2022-05-12,-0.214753649,-0.182528142,-0.181890147,21,100
Market-Adjusted Model,91797,2022-05-12,-0.145737724,-0.109729328,-0.112874222,21,100
Market-Adjusted Model,91798,2022-05-12,-0.000853924,0.0436583943,0.0320095782,21,100
Market-Adjusted Model,91801,2022-05-12,0.1015040746,0.140472694,0.1343675766,21,100
Market-Adjusted Model,91806,2022-05-12,0.0056511058,0.0377797262,0.0385146079,21,100
Market-Adjusted Model,91808,2022-05-12,0.0031347775,0.0353329637,0.0359982796,21,100
Market-Adjusted Model,91809,2022-05-12,0.0009746441,0.0342625625,0.0338381461,21,100
Market-Adjusted Model,91810,2022-05-12,-0.018931007,0.0133991031,0.0139324955,21,100
Market-Adjusted Model,91811,2022-05-12,-0.029390463,0.0027135046,0.0034730388,21,100
Market-Adjusted Model,91814,2022-05-12,-0.311258296,-0.323181977,-0.278394794,21,100
Market-Adjusted Model,91815,2022-05-12,0.0139055841,0.0479852856,0.0467690862,21,100
Market-Adjusted Model,91818,2022-05-12,-0.017640783,0.0127644283,0.0152227189,21,100
Market-Adjusted Model,91822,2022-05-12,-0.419790279,-0.482054304,-0.386926777,21,100
Market-Adjusted Model,91826,2022-05-12,0.2559999817,0.3187566028,0.2888634838,21,100
Market-Adjusted Model,91827,2022-05-12,0.028615037,0.0735996614,0.061478539,21,100
Market-Adjusted Model,91828,2022-05-12,-0.045841983,-0.013902576,-0.012978481,21,100
Market-Adjusted Model,91832,2022-05-12,-0.035527952,0.0155008443,-0.002664449,21,100
Market-Adjusted Model,91834,2022-05-12,0.0117073066,0.0429110513,0.0445708086,21,100
Market-Adjusted Model,91836,2022-05-12,-0.01956883,0.0195168901,0.013294672,21,100
Market-Adjusted Model,91845,2022-05-12,0.2596153686,0.3358556902,0.2924788706,21,100
Market-Adjusted Model,91849,2022-05-12,-0.016210359,0.016385127,0.0166531433,21,100
Market-Adjusted Model,91850,2022-05-12,0.0287323321,0.0665624953,0.0615958341,21,100
Market-Adjusted Model,91855,2022-05-12,0.0365556316,0.066968045,0.0694191336,21,100
Market-Adjusted Model,91856,2022-05-12,-0.024096362,0.0082336209,0.0087671398,21,100
Market-Adjusted Model,91858,2022-05-12,0.0103846297,0.0419094703,0.0432481318,21,100
Market-Adjusted Model,91872,2022-05-12,-0.004160918,0.0261905325,0.0287025842,21,100
Market-Adjusted Model,91873,2022-05-12,0.0098450959,0.0384138682,0.042708598,21,100
Market-Adjusted Model,91874,2022-05-12,0.0149385988,0.0444227689,0.0478021008,21,100
Market-Adjusted Model,91875,2022-05-12,-0.054036456,-0.020992591,-0.021172954,21,100
Market-Adjusted Model,91876,2022-05-12,-0.002898181,0.0321499498,0.0299653214,21,100
Market-Adjusted Model,91877,2022-05-12,-0.002958709,0.0284414048,0.0299047926,21,100
Market-Adjusted Model,91878,2022-05-12,0.0321014564,0.0655455744,0.0649649585,21,100
Market-Adjusted Model,91879,2022-05-12,-0.004188816,0.0267569538,0.0286746862,21,100
